Tag,0,1,2,3,4,5,6,7,8,9
0,0.169628739,0.019551426,0.299236089,0.034376532,0.345306121,0.009731109,31.42622759,9.140153648,0.718942922,0.718942922
0,0.157040715,0.041306939,0.277029991,0.083417132,0.010332348,0.011057344,30.62511124,8.692614563,0.745424234,0.745424234
0,0.155763522,0.041306939,0.274776876,0.083417132,0.267439181,0.011057351,30.62511124,8.692614563,0.74085461,0.74085461
0,0.145803884,0.032045204,0.257207483,0.064690627,0.010579505,0.011381676,28.14376699,7.425963987,0.781244906,0.781244906
0,0.144668788,0.032045204,0.255205035,0.064690627,0.010522088,0.011381693,28.14376699,7.425963987,0.776043571,0.776043571
0,0.157487467,0.027551642,0.277818054,0.056420624,0.318078925,0.009438807,29.16397701,9.251888068,0.849423593,0.849423593
0,0.16596058,0.040314786,0.2927652,0.081148379,0.345711983,0.303272519,32.33744087,11.20968132,0.777386784,0.777386784
0,0.240881145,0.037394535,0.424929857,0.050011955,0.010222583,0.010209896,27.6159961,7.984545834,0.920134217,0.920134217
0,0.026019147,0.052085817,0.045899477,0.072473802,0.011655665,0.012962907,4.569866378,4.836482566,0.828852116,0.828852116
0,0.028815357,0.052085817,0.050832145,0.072473802,0.011562702,0.012962908,4.605108614,4.836482566,0.932197134,0.932197134
0,0.072966017,0.056857929,0.128716752,0.088580258,0.010711715,0.010209979,12.60522315,7.929057222,0.916846402,0.916846402
0,0.224707678,0.050661549,0.396398962,0.073944367,0.010453185,0.011057076,27.79163073,7.984545834,0.809777672,0.809777672
0,0.027295116,0.052436151,0.048150338,0.081361033,0.011477578,0.012962883,4.535179952,4.836482566,0.826276401,0.826276401
0,0.037358373,0.060068093,0.065902598,0.092960171,0.011148202,0.012007435,8.313404447,6.218767914,0.812583348,0.812583348
0,0.037281953,0.044074882,0.065767795,0.077791832,0.01045317,0.010473504,9.535245119,6.662406647,0.863477183,0.863477183
0,0.26303494,0.142656788,0.464010686,0.201519862,0.175243878,0.006878234,30.52491333,18.23660453,0.684080871,0.684080871
0,0.268247932,0.159076035,0.473206788,0.229407743,0.502930292,0.006878463,30.27732954,18.84954728,0.720504234,0.720504234
0,0.080257282,0.122891486,0.141579017,0.175021872,0.178696506,0.007110847,14.1364289,17.26978703,0.707298002,0.707298002
0,0.10157302,0.117997333,0.179181367,0.170862094,0.237699753,0.006839962,16.56566962,17.77388799,0.679634292,0.679634292
0,0.104057081,0.110368788,0.183563396,0.15430744,0.468065713,0.006675915,16.48425465,17.77388799,0.725885687,0.725885687
0,0.058811855,0.10064704,0.103747874,0.138040438,0.167872967,0.006709983,14.00367151,17.26978703,0.678888107,0.678888107
0,0.080370665,0.113433376,0.141778991,0.157214209,0.181115665,0.006792491,14.29033019,18.36005006,0.720387209,0.720387209
0,0.100362599,0.149520963,0.177046165,0.211779952,0.162946174,0.006878511,15.72110517,20.42574828,0.709701304,0.709701304
0,0.073858447,0.103010468,0.130291089,0.150866792,0.185212947,0.006709924,14.00367151,17.26978703,0.710101851,0.710101851
0,0.081724629,0.116400227,0.144167513,0.172532067,0.178036868,0.006792506,14.29033019,18.36005006,0.719064394,0.719064394
0,0.105467483,0.140258044,0.186051473,0.204150498,0.192234203,0.103383451,16.56566962,19.59295025,0.683245044,0.683245044
0,0.104710475,0.138634145,0.184716076,0.20375599,0.192209334,0.101833792,16.48425465,19.59295025,0.685951206,0.685951206
0,0.063782811,0.11265631,0.112516969,0.162139073,0.167112944,0.008161513,9.952711158,13.12293099,0.697520717,0.697520717
0,0.061454855,0.11265631,0.108410351,0.162139073,0.192686362,0.008161571,9.952711158,13.12293099,0.685282575,0.685282575
0,0.066558927,0.114681676,0.117414266,0.17125085,0.127486417,0.007310133,14.98615391,16.28276085,0.708309981,0.708309981
0,0.004870998,0.019979293,0.008592758,0.030125525,0.011243841,0.011536395,3.876209703,3.37657195,0.965120041,0.965120041
0,0.010271797,0.014192573,0.01812011,0.021542856,0.127954779,0.009884021,4.878206988,3.782892839,0.929091947,0.929091947
0,0.012756925,0.017094109,0.02250405,0.027639115,0.088616134,0.009884219,4.878206988,3.782892839,0.939710743,0.939710743
0,0.011897908,0.01893862,0.020988679,0.02620819,0.164141305,0.010209907,4.838654529,3.782892839,0.942190755,0.942190755
