Tag,0,1,2,3,4,5,6,7,8,9
1,0.476769149,0.455207229,0.671331465,0.881910324,0.531972387,0.013421786,26.87795739,26.65325862,0.645233627,0.645233627
1,0.412406802,0.380712628,0.580703974,0.807085752,0.015607088,0.015107625,20.4864646,19.99514672,0.654998422,0.654998422
1,0.40905267,0.380712628,0.575981021,0.807085752,0.394449806,0.015107608,20.4864646,19.99514672,0.655747705,0.655747705
1,0.431118965,0.380712628,0.607052147,0.822408259,0.01585557,0.015107691,20.69712506,19.99514672,0.653600814,0.653600814
1,0.427762598,0.380712628,0.602326214,0.822408259,0.015797846,0.015107703,20.69712506,19.99514672,0.653501222,0.653501222
1,0.468964756,0.36863476,0.660342395,0.840453148,0.481459801,0.013422086,24.59605803,21.02976857,0.647068393,0.647068393
1,0.435511291,0.431542963,0.613237023,0.846060634,0.532276637,0.01474002,24.7341484,21.02976857,0.63886681,0.63886681
0,0.296168476,0.149200231,0.417030424,0.219477147,0.015496735,0.01419357,16.7024557,7.884526605,0.693168105,0.693168105
0,0.031963922,0.124377772,0.045007918,0.208620176,0.016937506,0.017827405,4.99368936,5.240349335,0.682769637,0.682769637
0,0.035399005,0.124377772,0.049844831,0.208620176,0.016844043,0.017827403,5.030199808,5.240349335,0.717524019,0.717524019
0,0.086209178,0.091140471,0.121389888,0.133363754,0.015988489,0.014299437,8.529028243,5.550833735,0.710126959,0.710126959
0,0.270449877,0.132136047,0.380816489,0.238410339,0.015728574,0.015869809,16.56512535,7.604037096,0.662278447,0.662278447
0,0.033531424,0.119927809,0.047215108,0.22685191,0.016758462,0.01863527,4.957723971,5.240349335,0.681889418,0.681889418
0,0.032449536,0.119927809,0.045691706,0.22685191,0.016427318,0.018635272,4.887378487,5.240349335,0.68012583,0.68012583
0,0.073368102,0.082701936,0.103308529,0.14330858,0.015728559,0.014850003,8.387408736,5.550833735,0.680908385,0.680908385
0,0.150247425,0.081708014,0.211561188,0.177273571,0.090484552,0.011847848,8.336545665,6.2996209,0.665294868,0.665294868
0,0.148675665,0.05537802,0.209348023,0.121250026,0.0129731,0.013172057,6.638878175,5.131835496,0.660531029,0.660531029
0,0.009493776,0.031234793,0.013368037,0.081919633,0.012973134,0.013518585,1.449574373,3.792074422,0.693308759,0.693308759
0,0.008757303,0.029560056,0.012331021,0.069477715,0.012882457,0.013172008,1.431681673,3.792074422,0.718705437,0.718705437
0,0.00897147,0.027328018,0.012632593,0.067544587,0.012880145,0.012550946,1.422900675,3.792074422,0.688003343,0.688003343
0,0.006956958,0.029560056,0.009795994,0.069477715,0.012882365,0.013171999,1.431681673,3.792074422,0.806321852,0.806321852
0,0.008932209,0.029560056,0.012577321,0.069477715,0.012910464,0.013172001,1.431681673,3.792074422,0.687787433,0.687787433
0,0.009441114,0.029560056,0.0132939,0.069477715,0.013005529,0.013172008,1.458690268,3.792074422,0.691026089,0.691026089
0,0.008736846,0.029560056,0.012302217,0.069477715,0.012910464,0.013171999,1.431681673,3.792074422,0.691994646,0.691994646
0,0.009082685,0.029560056,0.012789186,0.069477715,0.012910419,0.013172006,1.431681673,3.792074422,0.68818776,0.68818776
0,0.009093071,0.027611693,0.012803817,0.066438578,0.012938574,0.01285032,1.431681673,3.792074422,0.69439514,0.69439514
0,0.009027805,0.027611693,0.012711937,0.066438578,0.012907928,0.012850326,1.422900675,3.792074422,0.69439514,0.69439514
0,0.009865874,0.032461237,0.013891991,0.071771495,0.013462168,0.01484976,1.577804997,3.792074422,0.704913803,0.704913803
